-323343.3723	-323343.3723
479.888916	479.888916
88390.25497	88390.25497
-755175.209	-755175.209
-371257.9727	-371257.9727
472.6409912	472.6409912
123472.5952	123472.5952
-733937.1681	-733937.1681
-401113.8916	-401113.8916
418.47229	418.47229
178365.612	178365.612
-736068.6302	-736068.6302
-482017.4217	-482017.4217
341.796875	341.796875
212906.3606	212906.3606
-708086.2045	-708086.2045
-563532.4478	-563532.4478
-5.722045898	-5.722045898
235216.5222	235216.5222
-706151.0086	-706151.0086
-623552.227	-623552.227
-1180.171967	-1180.171967
277878.952	277878.952
-645822.2389	-645822.2389
-653760.2425	-653760.2425
-4578.68576	-4578.68576
244598.1026	244598.1026
-571265.6975	-571265.6975
-699606.1325	-699606.1325
-14508.81958	-14508.81958
206176.4717	206176.4717
-492338.3713	-492338.3713
-717752.7428	-717752.7428
-28851.22299	-28851.22299
159105.3963	159105.3963
-388224.3156	-388224.3156
-769508.934	-769508.934
-68448.25745	-68448.25745
97897.05276	97897.05276
-268877.7924	-268877.7924
-786253.5477	-786253.5477
-97121.42944	-97121.42944
53477.57339	53477.57339
-207189.6553	-207189.6553
-793344.593	-793344.593
-119973.7549	-119973.7549
11997.98584	11997.98584
-74812.79373	-74812.79373
-794988.06	-794988.06
-199298.4772	-199298.4772
1399.13559	1399.13559
-25899.21951	-25899.21951
-794240.284	-794240.284
-260460.4721	-260460.4721
518.7034607	518.7034607
34857.08237	34857.08237
-785950.3746	-785950.3746
-316479.4922	-316479.4922
504.3029785	504.3029785
77611.82785	77611.82785
-778921.7949	-778921.7949
-353930.378	-353930.378
464.9162292	464.9162292
114664.3639	114664.3639
-786882.4005	-786882.4005
-475047.0161	-475047.0161
376.701355	376.701355
145177.0782	145177.0782
-762596.6072	-762596.6072
-486996.0785	-486996.0785
345.2301025	345.2301025
208180.5229	208180.5229
-724947.7386	-724947.7386
-548117.0654	-548117.0654
135.4217529	135.4217529
235886.5738	235886.5738
-698451.9005	-698451.9005
-618874.3591	-618874.3591
-982.9521179	-982.9521179
249453.0678	249453.0678
-671685.5049	-671685.5049
-663058.9485	-663058.9485
-3317.832947	-3317.832947
250781.4407	250781.4407
-658916.4734	-658916.4734
-698110.7712	-698110.7712
-11883.54492	-11883.54492
231003.6659	231003.6659
-536732.1014	-536732.1014
-736359.5963	-736359.5963
-30842.78107	-30842.78107
177581.3103	177581.3103
-470101.4519	-470101.4519
-752003.1929	-752003.1929
-48004.81796	-48004.81796
120472.7173	120472.7173
-364461.422	-364461.422
-758188.8199	-758188.8199
-78186.22589	-78186.22589
62868.78586	62868.78586
-241083.622	-241083.622
-789894.104	-789894.104
-137336.731	-137336.731
15664.29138	15664.29138
-115588.2835	-115588.2835
-789533.0429	-789533.0429
-199166.2979	-199166.2979
3382.396698	3382.396698
-80165.29083	-80165.29083
-797646.9994	-797646.9994
-226350.1167	-226350.1167
617.2180176	617.2180176
-27799.79706	-27799.79706
-799885.7498	-799885.7498
-273224.0677	-273224.0677
499.2485046	499.2485046
38735.48508	38735.48508
-795991.1346	-795991.1346
-384887.7907	-384887.7907
449.180603	449.180603
117374.9924	117374.9924
-763307.476	-763307.476
-415958.9767	-415958.9767
390.0527954	390.0527954
146484.6611	146484.6611
-743415.7372	-743415.7372
-483295.8221	-483295.8221
352.4780273	352.4780273
190746.5935	190746.5935
-731338.501	-731338.501
-526961.422	-526961.422
205.5168152	205.5168152
210980.7014	210980.7014
-747799.015	-747799.015
-596823.7877	-596823.7877
-347.8050232	-347.8050232
247099.1135	247099.1135
-679224.3958	-679224.3958
-640552.0439	-640552.0439
-2073.383331	-2073.383331
253268.0511	253268.0511
-677244.1864	-677244.1864
-711320.591	-711320.591
-11809.73053	-11809.73053
227017.3073	227017.3073
-609648.7045	-609648.7045
-700946.9986	-700946.9986
-1325.035095	-1325.035095
178302.3834	178302.3834
-422124.0997	-422124.0997
-748777.4849	-748777.4849
-42922.11533	-42922.11533
125976.944	125976.944
-351171.875	-351171.875
-773873.5199	-773873.5199
-73640.25116	-73640.25116
82437.89673	82437.89673
-243322.5632	-243322.5632
-797471.6187	-797471.6187
-147719.2879	-147719.2879
22896.9574	22896.9574
-182491.1118	-182491.1118
-797941.6847	-797941.6847
-162592.9832	-162592.9832
5361.557007	5361.557007
-98148.15521	-98148.15521
-799999.0463	-799999.0463
-245266.4375	-245266.4375
1847.171783	1847.171783
-19403.07617	-19403.07617
-799384.6893	-799384.6893
-323620.7962	-323620.7962
467.0143127	467.0143127
-45230.67474	-45230.67474
-798705.3871	-798705.3871
-331224.7276	-331224.7276
467.300415	467.300415
67401.59988	67401.59988
-795433.3305	-795433.3305
-425605.4878	-425605.4878
436.7828369	436.7828369
119571.209	119571.209
-787371.254	-787371.254
-460835.6476	-460835.6476
375.5569458	375.5569458
169331.1691	169331.1691
-763753.7956	-763753.7956
-496512.5084	-496512.5084
296.9741821	296.9741821
202003.8605	202003.8605
-763112.545	-763112.545
-599539.6614	-599539.6614
-273.3230591	-273.3230591
235198.9746	235198.9746
-740268.898	-740268.898
-660819.8166	-660819.8166
-2085.590363	-2085.590363
248247.8142	248247.8142
-692080.6885	-692080.6885
-652749.157	-652749.157
-5449.390411	-5449.390411
246786.1176	246786.1176
