230143,230143
337039,337039
395871,395871
305604,305604
301021,301021
386484,386484
444656,444656
357975,357975
293623,293623
343232,343232
371029,371029
325993,325993
279632,279632
345204,345204
410246,410246
354387,354387
288939,288939
384874,384874
437037,437037
395496,395496
243289,243289
346009,346009
479457,479457
446380,446380
417711,417711
469405,469405
527817,527817
517119,517119
446109,446109
521131,521131
633475,633475
656406,656406
598095,598095
615991,615991
676388,676388
637100,637100
579283,579283
622069,622069
683989,683989
657604,657604
556320,556320
554740,554740
623235,623235
567082,567082
432378,432378
416066,416066
475689,475689
446886,446886
367473,367473
365555,365555
429923,429923
441629,441629
400789,400789
377111,377111
481578,481578
472633,472633
366374,366374
297161,297161
391827,391827
460096,460096
402866,402866
342621,342621
443635,443635
500376,500376
411824,411824
288668,288668
338524,338524
424017,424017
357635,357635
315245,315245
385267,385267
505897,505897
398860,398860
260776,260776
338121,338121
372623,372623
362157,362157
317384,317384
430785,430785
480190,480190
389202,389202
327241,327241
369783,369783
405572,405572
376841,376841
263728,263728
256602,256602
336843,336843
422541,422541
380907,380907
415307,415307
491969,491969
443975,443975
359846,359846
372594,372594
409265,409265
390312,390312
313186,313186
336564,336564
412169,412169
380669,380669
264305,264305
272102,272102
338138,338138
396930,396930
355900,355900
356933,356933
442174,442174
501060,501060
418374,418374
409565,409565
460203,460203
433253,433253
352781,352781
365742,365742
459874,459874
462054,462054
407688,407688
370526,370526
408534,408534
473619,473619
420435,420435
336427,336427
427680,427680
472832,472832
443833,443833
407093,407093
432094,432094
472642,472642
392587,392587
313150,313150
333181,333181
385905,385905
361429,361429
358596,358596
383475,383475
429892,429892
343131,343131
303699,303699
304791,304791
390070,390070
331164,331164
287856,287856
323638,323638
332820,332820
342539,342539
301726,301726
331546,331546
410415,410415
358175,358175
261829,261829
315260,315260
392515,392515
375272,375272
305743,305743
320356,320356
439971,439971
406993,406993
339687,339687
326162,326162
368901,368901
397958,397958
326640,326640
348892,348892
461052,461052
418120,418120
366020,366020
331273,331273
433972,433972
441061,441061
358136,358136
334592,334592
417650,417650
453632,453632
365925,365925
311672,311672
361810,361810
401263,401263
317637,317637
270296,270296
353415,353415
382033,382033
298775,298775
265232,265232
340694,340694
421282,421282
376051,376051
317421,317421
384487,384487
413162,413162
305703,305703
265906,265906
299670,299670
351612,351612
365653,365653
386678,386678
581725,581725
808868,808868
882635,882635
860435,860435
740574,740574
615496,615496
526125,526125
407261,407261
437289,437289
487516,487516
422064,422064
328268,328268
352275,352275
412393,412393
399176,399176
338443,338443
282393,282393
340209,340209
305008,305008
259013,259013
270547,270547
372920,372920
357188,357188
300983,300983
319781,319781
425701,425701
412157,412157
355663,355663
308774,308774
372762,372762
399787,399787
328373,328373
307663,307663
355293,355293
408121,408121
365671,365671
323745,323745
371194,371194
496549,496549
416283,416283
369957,369957
407244,407244
440902,440902
431395,431395
394609,394609
448253,448253
485997,485997
470160,470160
