799999.9046,799999.9046
135644.5313,135644.5313
-624025.1541,-624025.1541
682521.2479,682521.2479
799999.9046,799999.9046
247167.9688,247167.9688
-679591.465,-679591.465
623927.4025,623927.4025
799999.9046,799999.9046
354880.8098,354880.8098
-723131.4659,-723131.4659
556824.8749,556824.8749
799999.9046,799999.9046
466591.6443,466591.6443
-755906.868,-755906.868
478573.0362,478573.0362
799999.9046,799999.9046
572066.4024,572066.4024
-774911.8805,-774911.8805
389661.7889,389661.7889
799999.9046,799999.9046
662979.4121,662979.4121
-768689.1556,-768689.1556
296530.056,296530.056
799999.9046,799999.9046
734570.8847,734570.8847
-733497.6196,-733497.6196
188379.8599,188379.8599
799999.9046,799999.9046
777269.1727,777269.1727
-669046.7834,-669046.7834
79277.61078,79277.61078
799999.9046,799999.9046
796029.8538,796029.8538
-577279.8538,-577279.8538
-27929.6875,-27929.6875
799999.9046,799999.9046
799842.2623,799842.2623
-469959.4498,-469959.4498
-140038.9671,-140038.9671
799999.9046,799999.9046
799999.9046,799999.9046
-361523.4375,-361523.4375
-251845.3598,-251845.3598
799501.6098,799501.6098
799999.9046,799999.9046
-248242.1875,-248242.1875
-359255.3139,-359255.3139
794313.9076,794313.9076
799999.9046,799999.9046
-140136.7188,-140136.7188
-450091.6481,-450091.6481
778411.9606,778411.9606
799999.9046,799999.9046
-28710.9375,-28710.9375
-531946.5637,-531946.5637
746692.6575,746692.6575
799999.9046,799999.9046
83691.40625,83691.40625
-598532.5813,-598532.5813
705759.1438,705759.1438
799999.9046,799999.9046
194824.2188,194824.2188
-658446.8842,-658446.8842
653661.7279,653661.7279
799999.9046,799999.9046
305371.0938,305371.0938
-704858.9706,-704858.9706
591284.7519,591284.7519
799999.9046,799999.9046
414837.9326,414837.9326
-743150.8064,-743150.8064
516789.5317,516789.5317
799999.9046,799999.9046
524335.9566,524335.9566
-768080.8067,-768080.8067
435053.4439,435053.4439
799999.9046,799999.9046
626382.4463,626382.4463
-772988.224,-772988.224
341625.309,341625.309
799999.9046,799999.9046
705349.7314,705349.7314
-751488.3041,-751488.3041
243990.1352,243990.1352
799999.9046,799999.9046
760602.3788,760602.3788
-699786.9492,-699786.9492
133227.5391,133227.5391
799999.9046,799999.9046
790174.1982,790174.1982
-620447.6357,-620447.6357
25585.9375,25585.9375
799999.9046,799999.9046
799121.4752,799121.4752
-517090.2252,-517090.2252
-83984.375,-83984.375
799999.9046,799999.9046
799999.7139,799999.7139
-409570.0264,-409570.0264
-195055.6755,-195055.6755
799938.488,799938.488
799999.9046,799999.9046
-297167.9688,-297167.9688
-303247.4518,-303247.4518
798169.3268,798169.3268
799999.9046,799999.9046
-186718.75,-186718.75
-405341.4345,-405341.4345
787177.372,787177.372
799999.9046,799999.9046
-74902.34375,-74902.34375
